id,program,department,year,semester,division,day,start_time,end_time,subject,faculty,room
3519,BE,Computer Engineering,LY,7,B,Friday,11:15,12:15,Software Engineering,Prof. Faculty 045,CO-219
3520,BE,Computer Engineering,LY,7,B,Friday,12:15,01:15,Java Programming,Prof. Faculty 086,CO-182
3521,BE,Computer Engineering,LY,7,B,Friday,02:00,03:00,Surveying,Prof. Faculty 129,CO-297
3522,BE,Computer Engineering,LY,7,B,Friday,03:00,04:00,Electrical Machines,Prof. Faculty 227,CO-101
3523,BE,Computer Engineering,LY,7,B,Saturday,09:00,10:00,Machine Learning,Prof. Faculty 029,CO-217
3524,BE,Computer Engineering,LY,7,B,Saturday,10:00,11:00,Surveying,Prof. Faculty 154,CO-304
3525,BE,Computer Engineering,LY,7,B,Saturday,11:15,12:15,Machine Learning,Prof. Faculty 135,CO-201
3526,BE,Computer Engineering,LY,7,B,Saturday,12:15,01:15,Python Programming,Prof. Faculty 166,CO-173
3527,BE,Computer Engineering,LY,7,B,Saturday,02:00,03:00,Cyber Security,Prof. Faculty 244,CO-316
3528,BE,Computer Engineering,LY,7,B,Saturday,03:00,04:00,Machine Learning,Prof. Faculty 050,CO-154
3529,BE,Computer Engineering,LY,8,A,Monday,09:00,10:00,Web Development,Prof. Faculty 173,CO-143
3530,BE,Computer Engineering,LY,8,A,Monday,10:00,11:00,Machine Learning,Prof. Faculty 050,CO-315
3531,BE,Computer Engineering,LY,8,A,Monday,11:15,12:15,Project Lab,Prof. Faculty 044,CO-101
3532,BE,Computer Engineering,LY,8,A,Monday,12:15,01:15,Thermodynamics,Prof. Faculty 060,CO-263
3533,BE,Computer Engineering,LY,8,A,Monday,02:00,03:00,Computer Networks,Prof. Faculty 249,CO-191
3534,BE,Computer Engineering,LY,8,A,Monday,03:00,04:00,CAD/CAM,Prof. Faculty 025,CO-147
3535,BE,Computer Engineering,LY,8,A,Tuesday,09:00,10:00,DBMS,Prof. Faculty 102,CO-110
3536,BE,Computer Engineering,LY,8,A,Tuesday,10:00,11:00,Operating Systems,Prof. Faculty 006,CO-191
3537,BE,Computer Engineering,LY,8,A,Tuesday,11:15,12:15,Data Structures,Prof. Faculty 155,CO-146
3538,BE,Computer Engineering,LY,8,A,Tuesday,12:15,01:15,Electrical Machines,Prof. Faculty 143,CO-240
3539,BE,Computer Engineering,LY,8,A,Tuesday,02:00,03:00,Java Programming,Prof. Faculty 200,CO-247
3540,BE,Computer Engineering,LY,8,A,Tuesday,03:00,04:00,Data Structures,Prof. Faculty 146,CO-172
3541,BE,Computer Engineering,LY,8,A,Wednesday,09:00,10:00,Thermodynamics,Prof. Faculty 034,CO-286
3542,BE,Computer Engineering,LY,8,A,Wednesday,10:00,11:00,Mathematics,Prof. Faculty 020,CO-202
3543,BE,Computer Engineering,LY,8,A,Wednesday,11:15,12:15,Surveying,Prof. Faculty 154,CO-201
3544,BE,Computer Engineering,LY,8,A,Wednesday,12:15,01:15,Thermodynamics,Prof. Faculty 225,CO-181
3545,BE,Computer Engineering,LY,8,A,Wednesday,02:00,03:00,Operating Systems,Prof. Faculty 191,CO-176
3546,BE,Computer Engineering,LY,8,A,Wednesday,03:00,04:00,Software Engineering,Prof. Faculty 155,CO-316
3547,BE,Computer Engineering,LY,8,A,Thursday,09:00,10:00,CAD/CAM,Prof. Faculty 149,CO-128
3548,BE,Computer Engineering,LY,8,A,Thursday,10:00,11:00,Electrical Machines,Prof. Faculty 057,CO-137
3549,BE,Computer Engineering,LY,8,A,Thursday,11:15,12:15,Data Structures,Prof. Faculty 241,CO-259
3550,BE,Computer Engineering,LY,8,A,Thursday,12:15,01:15,Python Programming,Prof. Faculty 088,CO-225
3551,BE,Computer Engineering,LY,8,A,Thursday,02:00,03:00,AI Fundamentals,Prof. Faculty 105,CO-230
3552,BE,Computer Engineering,LY,8,A,Thursday,03:00,04:00,CAD/CAM,Prof. Faculty 163,CO-185
3553,BE,Computer Engineering,LY,8,A,Friday,09:00,10:00,Cloud Computing,Prof. Faculty 163,CO-186
3554,BE,Computer Engineering,LY,8,A,Friday,10:00,11:00,Java Programming,Prof. Faculty 135,CO-301
3555,BE,Computer Engineering,LY,8,A,Friday,11:15,12:15,CAD/CAM,Prof. Faculty 035,CO-317
3556,BE,Computer Engineering,LY,8,A,Friday,12:15,01:15,Electrical Machines,Prof. Faculty 115,CO-113
3557,BE,Computer Engineering,LY,8,A,Friday,02:00,03:00,Digital Electronics,Prof. Faculty 197,CO-164
3558,BE,Computer Engineering,LY,8,A,Friday,03:00,04:00,AI Fundamentals,Prof. Faculty 084,CO-302
3559,BE,Computer Engineering,LY,8,A,Saturday,09:00,10:00,Web Development,Prof. Faculty 172,CO-114
3560,BE,Computer Engineering,LY,8,A,Saturday,10:00,11:00,Web Development,Prof. Faculty 006,CO-306
3561,BE,Computer Engineering,LY,8,A,Saturday,11:15,12:15,Machine Learning,Prof. Faculty 094,CO-183
3562,BE,Computer Engineering,LY,8,A,Saturday,12:15,01:15,Cloud Computing,Prof. Faculty 056,CO-160
3563,BE,Computer Engineering,LY,8,A,Saturday,02:00,03:00,Web Development,Prof. Faculty 170,CO-298
3564,BE,Computer Engineering,LY,8,A,Saturday,03:00,04:00,AI Fundamentals,Prof. Faculty 209,CO-185
3565,BE,Computer Engineering,LY,8,B,Monday,09:00,10:00,Cloud Computing,Prof. Faculty 128,CO-135
3566,BE,Computer Engineering,LY,8,B,Monday,10:00,11:00,Mathematics,Prof. Faculty 102,CO-162
3567,BE,Computer Engineering,LY,8,B,Monday,11:15,12:15,DBMS,Prof. Faculty 078,CO-264
3568,BE,Computer Engineering,LY,8,B,Monday,12:15,01:15,DBMS,Prof. Faculty 133,CO-141
3569,BE,Computer Engineering,LY,8,B,Monday,02:00,03:00,Python Programming,Prof. Faculty 181,CO-117
3570,BE,Computer Engineering,LY,8,B,Monday,03:00,04:00,Electrical Machines,Prof. Faculty 106,CO-210
3571,BE,Computer Engineering,LY,8,B,Tuesday,09:00,10:00,DBMS,Prof. Faculty 164,CO-235
3572,BE,Computer Engineering,LY,8,B,Tuesday,10:00,11:00,Data Structures,Prof. Faculty 114,CO-169
3573,BE,Computer Engineering,LY,8,B,Tuesday,11:15,12:15,AI Fundamentals,Prof. Faculty 144,CO-226
3574,BE,Computer Engineering,LY,8,B,Tuesday,12:15,01:15,Mathematics,Prof. Faculty 029,CO-155
3575,BE,Computer Engineering,LY,8,B,Tuesday,02:00,03:00,Project Lab,Prof. Faculty 238,CO-112
3576,BE,Computer Engineering,LY,8,B,Tuesday,03:00,04:00,Operating Systems,Prof. Faculty 171,CO-168
3577,BE,Computer Engineering,LY,8,B,Wednesday,09:00,10:00,Cyber Security,Prof. Faculty 198,CO-207
3578,BE,Computer Engineering,LY,8,B,Wednesday,10:00,11:00,Java Programming,Prof. Faculty 038,CO-181
3579,BE,Computer Engineering,LY,8,B,Wednesday,11:15,12:15,DBMS,Prof. Faculty 004,CO-275
3580,BE,Computer Engineering,LY,8,B,Wednesday,12:15,01:15,Cloud Computing,Prof. Faculty 042,CO-217
3581,BE,Computer Engineering,LY,8,B,Wednesday,02:00,03:00,Web Development,Prof. Faculty 046,CO-194
3582,BE,Computer Engineering,LY,8,B,Wednesday,03:00,04:00,Java Programming,Prof. Faculty 096,CO-116
3583,BE,Computer Engineering,LY,8,B,Thursday,09:00,10:00,Electrical Machines,Prof. Faculty 204,CO-127
3584,BE,Computer Engineering,LY,8,B,Thursday,10:00,11:00,CAD/CAM,Prof. Faculty 130,CO-162
3585,BE,Computer Engineering,LY,8,B,Thursday,11:15,12:15,Surveying,Prof. Faculty 060,CO-104
3586,BE,Computer Engineering,LY,8,B,Thursday,12:15,01:15,Python Programming,Prof. Faculty 052,CO-188
3587,BE,Computer Engineering,LY,8,B,Thursday,02:00,03:00,CAD/CAM,Prof. Faculty 070,CO-245
3588,BE,Computer Engineering,LY,8,B,Thursday,03:00,04:00,Data Structures,Prof. Faculty 215,CO-132
3589,BE,Computer Engineering,LY,8,B,Friday,09:00,10:00,Electrical Machines,Prof. Faculty 240,CO-217
3590,BE,Computer Engineering,LY,8,B,Friday,10:00,11:00,AI Fundamentals,Prof. Faculty 183,CO-219
3591,BE,Computer Engineering,LY,8,B,Friday,11:15,12:15,Electrical Machines,Prof. Faculty 145,CO-255
3592,BE,Computer Engineering,LY,8,B,Friday,12:15,01:15,Mathematics,Prof. Faculty 140,CO-154
3593,BE,Computer Engineering,LY,8,B,Friday,02:00,03:00,Operating Systems,Prof. Faculty 203,CO-307
3594,BE,Computer Engineering,LY,8,B,Friday,03:00,04:00,Web Development,Prof. Faculty 098,CO-205
3595,BE,Computer Engineering,LY,8,B,Saturday,09:00,10:00,Cloud Computing,Prof. Faculty 249,CO-143
3596,BE,Computer Engineering,LY,8,B,Saturday,10:00,11:00,Software Engineering,Prof. Faculty 041,CO-291
3597,BE,Computer Engineering,LY,8,B,Saturday,11:15,12:15,Electrical Machines,Prof. Faculty 226,CO-198
3598,BE,Computer Engineering,LY,8,B,Saturday,12:15,01:15,Digital Electronics,Prof. Faculty 143,CO-157
3599,BE,Computer Engineering,LY,8,B,Saturday,02:00,03:00,Mathematics,Prof. Faculty 235,CO-272
3600,BE,Computer Engineering,LY,8,B,Saturday,03:00,04:00,Project Lab,Prof. Faculty 246,CO-314
3601,BE,Information Technology,FY,1,A,Monday,09:00,10:00,Operating Systems,Prof. Faculty 123,IN-251
3602,BE,Information Technology,FY,1,A,Monday,10:00,11:00,Operating Systems,Prof. Faculty 160,IN-119
3603,BE,Information Technology,FY,1,A,Monday,11:15,12:15,DBMS,Prof. Faculty 138,IN-211
3604,BE,Information Technology,FY,1,A,Monday,12:15,01:15,DBMS,Prof. Faculty 005,IN-244
3605,BE,Information Technology,FY,1,A,Monday,02:00,03:00,Cloud Computing,Prof. Faculty 065,IN-241
3606,BE,Information Technology,FY,1,A,Monday,03:00,04:00,Web Development,Prof. Faculty 125,IN-173
3607,BE,Information Technology,FY,1,A,Tuesday,09:00,10:00,Electrical Machines,Prof. Faculty 232,IN-303
3608,BE,Information Technology,FY,1,A,Tuesday,10:00,11:00,Data Structures,Prof. Faculty 008,IN-212
3609,BE,Information Technology,FY,1,A,Tuesday,11:15,12:15,Web Development,Prof. Faculty 126,IN-315
3610,BE,Information Technology,FY,1,A,Tuesday,12:15,01:15,Physics,Prof. Faculty 111,IN-313
3611,BE,Information Technology,FY,1,A,Tuesday,02:00,03:00,Cyber Security,Prof. Faculty 014,IN-148
3612,BE,Information Technology,FY,1,A,Tuesday,03:00,04:00,CAD/CAM,Prof. Faculty 076,IN-171
3613,BE,Information Technology,FY,1,A,Wednesday,09:00,10:00,Surveying,Prof. Faculty 042,IN-184
3614,BE,Information Technology,FY,1,A,Wednesday,10:00,11:00,Project Lab,Prof. Faculty 113,IN-304
3615,BE,Information Technology,FY,1,A,Wednesday,11:15,12:15,Computer Networks,Prof. Faculty 162,IN-110
3616,BE,Information Technology,FY,1,A,Wednesday,12:15,01:15,Data Structures,Prof. Faculty 215,IN-251
3617,BE,Information Technology,FY,1,A,Wednesday,02:00,03:00,Computer Networks,Prof. Faculty 071,IN-312
3618,BE,Information Technology,FY,1,A,Wednesday,03:00,04:00,Web Development,Prof. Faculty 096,IN-243
3619,BE,Information Technology,FY,1,A,Thursday,09:00,10:00,Cyber Security,Prof. Faculty 060,IN-127
3620,BE,Information Technology,FY,1,A,Thursday,10:00,11:00,Cloud Computing,Prof. Faculty 159,IN-279
3621,BE,Information Technology,FY,1,A,Thursday,11:15,12:15,Cloud Computing,Prof. Faculty 244,IN-307
3622,BE,Information Technology,FY,1,A,Thursday,12:15,01:15,CAD/CAM,Prof. Faculty 121,IN-103
3623,BE,Information Technology,FY,1,A,Thursday,02:00,03:00,DBMS,Prof. Faculty 005,IN-118
3624,BE,Information Technology,FY,1,A,Thursday,03:00,04:00,Digital Electronics,Prof. Faculty 237,IN-154
3625,BE,Information Technology,FY,1,A,Friday,09:00,10:00,Physics,Prof. Faculty 237,IN-187
3626,BE,Information Technology,FY,1,A,Friday,10:00,11:00,DBMS,Prof. Faculty 033,IN-179
3627,BE,Information Technology,FY,1,A,Friday,11:15,12:15,Machine Learning,Prof. Faculty 241,IN-137
3628,BE,Information Technology,FY,1,A,Friday,12:15,01:15,Physics,Prof. Faculty 165,IN-270
3629,BE,Information Technology,FY,1,A,Friday,02:00,03:00,Surveying,Prof. Faculty 023,IN-316
3630,BE,Information Technology,FY,1,A,Friday,03:00,04:00,Project Lab,Prof. Faculty 141,IN-205
3631,BE,Information Technology,FY,1,A,Saturday,09:00,10:00,Surveying,Prof. Faculty 012,IN-308
3632,BE,Information Technology,FY,1,A,Saturday,10:00,11:00,Physics,Prof. Faculty 168,IN-181
3633,BE,Information Technology,FY,1,A,Saturday,11:15,12:15,Data Structures,Prof. Faculty 001,IN-131
3634,BE,Information Technology,FY,1,A,Saturday,12:15,01:15,Data Structures,Prof. Faculty 034,IN-158
3635,BE,Information Technology,FY,1,A,Saturday,02:00,03:00,Operating Systems,Prof. Faculty 122,IN-256
3636,BE,Information Technology,FY,1,A,Saturday,03:00,04:00,Mathematics,Prof. Faculty 203,IN-119
3637,BE,Information Technology,FY,1,B,Monday,09:00,10:00,Cloud Computing,Prof. Faculty 104,IN-298
3638,BE,Information Technology,FY,1,B,Monday,10:00,11:00,Java Programming,Prof. Faculty 232,IN-202
3639,BE,Information Technology,FY,1,B,Monday,11:15,12:15,CAD/CAM,Prof. Faculty 059,IN-282
3640,BE,Information Technology,FY,1,B,Monday,12:15,01:15,Web Development,Prof. Faculty 247,IN-208
3641,BE,Information Technology,FY,1,B,Monday,02:00,03:00,Java Programming,Prof. Faculty 238,IN-114
3642,BE,Information Technology,FY,1,B,Monday,03:00,04:00,Digital Electronics,Prof. Faculty 206,IN-120
3643,BE,Information Technology,FY,1,B,Tuesday,09:00,10:00,Java Programming,Prof. Faculty 089,IN-198
3644,BE,Information Technology,FY,1,B,Tuesday,10:00,11:00,Electrical Machines,Prof. Faculty 095,IN-127
3645,BE,Information Technology,FY,1,B,Tuesday,11:15,12:15,Cyber Security,Prof. Faculty 226,IN-226
3646,BE,Information Technology,FY,1,B,Tuesday,12:15,01:15,Physics,Prof. Faculty 203,IN-284
3647,BE,Information Technology,FY,1,B,Tuesday,02:00,03:00,DBMS,Prof. Faculty 229,IN-189
3648,BE,Information Technology,FY,1,B,Tuesday,03:00,04:00,Surveying,Prof. Faculty 218,IN-139
3649,BE,Information Technology,FY,1,B,Wednesday,09:00,10:00,Machine Learning,Prof. Faculty 053,IN-187
3650,BE,Information Technology,FY,1,B,Wednesday,10:00,11:00,Software Engineering,Prof. Faculty 190,IN-256
3651,BE,Information Technology,FY,1,B,Wednesday,11:15,12:15,Cyber Security,Prof. Faculty 149,IN-216
3652,BE,Information Technology,FY,1,B,Wednesday,12:15,01:15,Data Structures,Prof. Faculty 100,IN-294
3653,BE,Information Technology,FY,1,B,Wednesday,02:00,03:00,Mathematics,Prof. Faculty 099,IN-160
3654,BE,Information Technology,FY,1,B,Wednesday,03:00,04:00,Mathematics,Prof. Faculty 185,IN-295
3655,BE,Information Technology,FY,1,B,Thursday,09:00,10:00,Python Programming,Prof. Faculty 001,IN-254
3656,BE,Information Technology,FY,1,B,Thursday,10:00,11:00,Computer Networks,Prof. Faculty 209,IN-102
3657,BE,Information Technology,FY,1,B,Thursday,11:15,12:15,Computer Networks,Prof. Faculty 037,IN-320
3658,BE,Information Technology,FY,1,B,Thursday,12:15,01:15,Machine Learning,Prof. Faculty 193,IN-157
3659,BE,Information Technology,FY,1,B,Thursday,02:00,03:00,Java Programming,Prof. Faculty 217,IN-256
3660,BE,Information Technology,FY,1,B,Thursday,03:00,04:00,Physics,Prof. Faculty 027,IN-161
3661,BE,Information Technology,FY,1,B,Friday,09:00,10:00,Physics,Prof. Faculty 120,IN-156
3662,BE,Information Technology,FY,1,B,Friday,10:00,11:00,Project Lab,Prof. Faculty 227,IN-296
3663,BE,Information Technology,FY,1,B,Friday,11:15,12:15,Computer Networks,Prof. Faculty 190,IN-118
3664,BE,Information Technology,FY,1,B,Friday,12:15,01:15,Machine Learning,Prof. Faculty 080,IN-138
3665,BE,Information Technology,FY,1,B,Friday,02:00,03:00,DBMS,Prof. Faculty 248,IN-187
3666,BE,Information Technology,FY,1,B,Friday,03:00,04:00,Web Development,Prof. Faculty 229,IN-183
3667,BE,Information Technology,FY,1,B,Saturday,09:00,10:00,CAD/CAM,Prof. Faculty 083,IN-131
3668,BE,Information Technology,FY,1,B,Saturday,10:00,11:00,DBMS,Prof. Faculty 151,IN-135
3669,BE,Information Technology,FY,1,B,Saturday,11:15,12:15,Python Programming,Prof. Faculty 119,IN-135
3670,BE,Information Technology,FY,1,B,Saturday,12:15,01:15,Mathematics,Prof. Faculty 103,IN-250
3671,BE,Information Technology,FY,1,B,Saturday,02:00,03:00,Computer Networks,Prof. Faculty 043,IN-291
3672,BE,Information Technology,FY,1,B,Saturday,03:00,04:00,Thermodynamics,Prof. Faculty 029,IN-109
3673,BE,Information Technology,FY,2,A,Monday,09:00,10:00,Computer Networks,Prof. Faculty 016,IN-105
3674,BE,Information Technology,FY,2,A,Monday,10:00,11:00,CAD/CAM,Prof. Faculty 100,IN-140
3675,BE,Information Technology,FY,2,A,Monday,11:15,12:15,Data Structures,Prof. Faculty 169,IN-203
3676,BE,Information Technology,FY,2,A,Monday,12:15,01:15,Machine Learning,Prof. Faculty 172,IN-298
3677,BE,Information Technology,FY,2,A,Monday,02:00,03:00,Data Structures,Prof. Faculty 227,IN-300
3678,BE,Information Technology,FY,2,A,Monday,03:00,04:00,DBMS,Prof. Faculty 170,IN-226
3679,BE,Information Technology,FY,2,A,Tuesday,09:00,10:00,Computer Networks,Prof. Faculty 202,IN-201
3680,BE,Information Technology,FY,2,A,Tuesday,10:00,11:00,Web Development,Prof. Faculty 062,IN-181
3681,BE,Information Technology,FY,2,A,Tuesday,11:15,12:15,Mathematics,Prof. Faculty 211,IN-251
3682,BE,Information Technology,FY,2,A,Tuesday,12:15,01:15,Data Structures,Prof. Faculty 098,IN-276
3683,BE,Information Technology,FY,2,A,Tuesday,02:00,03:00,Mathematics,Prof. Faculty 069,IN-230
3684,BE,Information Technology,FY,2,A,Tuesday,03:00,04:00,Machine Learning,Prof. Faculty 107,IN-202
3685,BE,Information Technology,FY,2,A,Wednesday,09:00,10:00,Java Programming,Prof. Faculty 100,IN-140
3686,BE,Information Technology,FY,2,A,Wednesday,10:00,11:00,Python Programming,Prof. Faculty 030,IN-167
3687,BE,Information Technology,FY,2,A,Wednesday,11:15,12:15,Machine Learning,Prof. Faculty 173,IN-209
3688,BE,Information Technology,FY,2,A,Wednesday,12:15,01:15,DBMS,Prof. Faculty 114,IN-124
3689,BE,Information Technology,FY,2,A,Wednesday,02:00,03:00,AI Fundamentals,Prof. Faculty 051,IN-280
3690,BE,Information Technology,FY,2,A,Wednesday,03:00,04:00,Computer Networks,Prof. Faculty 170,IN-285
3691,BE,Information Technology,FY,2,A,Thursday,09:00,10:00,Software Engineering,Prof. Faculty 149,IN-175
3692,BE,Information Technology,FY,2,A,Thursday,10:00,11:00,Machine Learning,Prof. Faculty 047,IN-311
3693,BE,Information Technology,FY,2,A,Thursday,11:15,12:15,Machine Learning,Prof. Faculty 122,IN-127
3694,BE,Information Technology,FY,2,A,Thursday,12:15,01:15,Operating Systems,Prof. Faculty 063,IN-172
3695,BE,Information Technology,FY,2,A,Thursday,02:00,03:00,Surveying,Prof. Faculty 101,IN-126
3696,BE,Information Technology,FY,2,A,Thursday,03:00,04:00,Cloud Computing,Prof. Faculty 116,IN-209
3697,BE,Information Technology,FY,2,A,Friday,09:00,10:00,Cloud Computing,Prof. Faculty 005,IN-240
3698,BE,Information Technology,FY,2,A,Friday,10:00,11:00,Software Engineering,Prof. Faculty 179,IN-267
3699,BE,Information Technology,FY,2,A,Friday,11:15,12:15,Web Development,Prof. Faculty 187,IN-165
3700,BE,Information Technology,FY,2,A,Friday,12:15,01:15,Machine Learning,Prof. Faculty 035,IN-211
3701,BE,Information Technology,FY,2,A,Friday,02:00,03:00,Python Programming,Prof. Faculty 106,IN-276
3702,BE,Information Technology,FY,2,A,Friday,03:00,04:00,Digital Electronics,Prof. Faculty 175,IN-165
3703,BE,Information Technology,FY,2,A,Saturday,09:00,10:00,Machine Learning,Prof. Faculty 191,IN-111
3704,BE,Information Technology,FY,2,A,Saturday,10:00,11:00,Cloud Computing,Prof. Faculty 160,IN-141
3705,BE,Information Technology,FY,2,A,Saturday,11:15,12:15,Java Programming,Prof. Faculty 010,IN-185
3706,BE,Information Technology,FY,2,A,Saturday,12:15,01:15,Digital Electronics,Prof. Faculty 114,IN-269
3707,BE,Information Technology,FY,2,A,Saturday,02:00,03:00,Operating Systems,Prof. Faculty 101,IN-236
3708,BE,Information Technology,FY,2,A,Saturday,03:00,04:00,DBMS,Prof. Faculty 083,IN-194
3709,BE,Information Technology,FY,2,B,Monday,09:00,10:00,Java Programming,Prof. Faculty 101,IN-294
3710,BE,Information Technology,FY,2,B,Monday,10:00,11:00,AI Fundamentals,Prof. Faculty 176,IN-153
3711,BE,Information Technology,FY,2,B,Monday,11:15,12:15,Java Programming,Prof. Faculty 012,IN-209
3712,BE,Information Technology,FY,2,B,Monday,12:15,01:15,Physics,Prof. Faculty 084,IN-124
3713,BE,Information Technology,FY,2,B,Monday,02:00,03:00,Thermodynamics,Prof. Faculty 182,IN-263
3714,BE,Information Technology,FY,2,B,Monday,03:00,04:00,Machine Learning,Prof. Faculty 123,IN-155
3715,BE,Information Technology,FY,2,B,Tuesday,09:00,10:00,Electrical Machines,Prof. Faculty 155,IN-222
3716,BE,Information Technology,FY,2,B,Tuesday,10:00,11:00,Digital Electronics,Prof. Faculty 120,IN-258
3717,BE,Information Technology,FY,2,B,Tuesday,11:15,12:15,Operating Systems,Prof. Faculty 197,IN-226
3718,BE,Information Technology,FY,2,B,Tuesday,12:15,01:15,Electrical Machines,Prof. Faculty 100,IN-266
3719,BE,Information Technology,FY,2,B,Tuesday,02:00,03:00,Mathematics,Prof. Faculty 203,IN-252
3720,BE,Information Technology,FY,2,B,Tuesday,03:00,04:00,Cyber Security,Prof. Faculty 043,IN-115
3721,BE,Information Technology,FY,2,B,Wednesday,09:00,10:00,Cloud Computing,Prof. Faculty 198,IN-252
3722,BE,Information Technology,FY,2,B,Wednesday,10:00,11:00,Project Lab,Prof. Faculty 040,IN-206
3723,BE,Information Technology,FY,2,B,Wednesday,11:15,12:15,Machine Learning,Prof. Faculty 094,IN-120
3724,BE,Information Technology,FY,2,B,Wednesday,12:15,01:15,Machine Learning,Prof. Faculty 161,IN-161
3725,BE,Information Technology,FY,2,B,Wednesday,02:00,03:00,Operating Systems,Prof. Faculty 062,IN-113
3726,BE,Information Technology,FY,2,B,Wednesday,03:00,04:00,Data Structures,Prof. Faculty 009,IN-186
3727,BE,Information Technology,FY,2,B,Thursday,09:00,10:00,Web Development,Prof. Faculty 093,IN-202
3728,BE,Information Technology,FY,2,B,Thursday,10:00,11:00,Project Lab,Prof. Faculty 006,IN-262
3729,BE,Information Technology,FY,2,B,Thursday,11:15,12:15,Operating Systems,Prof. Faculty 009,IN-195
3730,BE,Information Technology,FY,2,B,Thursday,12:15,01:15,Mathematics,Prof. Faculty 125,IN-205
3731,BE,Information Technology,FY,2,B,Thursday,02:00,03:00,Software Engineering,Prof. Faculty 240,IN-272
3732,BE,Information Technology,FY,2,B,Thursday,03:00,04:00,Software Engineering,Prof. Faculty 103,IN-175
3733,BE,Information Technology,FY,2,B,Friday,09:00,10:00,Data Structures,Prof. Faculty 097,IN-223
3734,BE,Information Technology,FY,2,B,Friday,10:00,11:00,Project Lab,Prof. Faculty 028,IN-131
3735,BE,Information Technology,FY,2,B,Friday,11:15,12:15,CAD/CAM,Prof. Faculty 178,IN-311
3736,BE,Information Technology,FY,2,B,Friday,12:15,01:15,Operating Systems,Prof. Faculty 051,IN-206
3737,BE,Information Technology,FY,2,B,Friday,02:00,03:00,Project Lab,Prof. Faculty 064,IN-158
3738,BE,Information Technology,FY,2,B,Friday,03:00,04:00,Physics,Prof. Faculty 010,IN-206
3739,BE,Information Technology,FY,2,B,Saturday,09:00,10:00,Cloud Computing,Prof. Faculty 190,IN-281
3740,BE,Information Technology,FY,2,B,Saturday,10:00,11:00,Machine Learning,Prof. Faculty 201,IN-178
3741,BE,Information Technology,FY,2,B,Saturday,11:15,12:15,Software Engineering,Prof. Faculty 225,IN-246
3742,BE,Information Technology,FY,2,B,Saturday,12:15,01:15,Computer Networks,Prof. Faculty 094,IN-182
3743,BE,Information Technology,FY,2,B,Saturday,02:00,03:00,Web Development,Prof. Faculty 091,IN-254
3744,BE,Information Technology,FY,2,B,Saturday,03:00,04:00,Project Lab,Prof. Faculty 048,IN-109
3745,BE,Information Technology,SY,3,A,Monday,09:00,10:00,Java Programming,Prof. Faculty 226,IN-307
3746,BE,Information Technology,SY,3,A,Monday,10:00,11:00,DBMS,Prof. Faculty 206,IN-249
3747,BE,Information Technology,SY,3,A,Monday,11:15,12:15,Cloud Computing,Prof. Faculty 147,IN-198
3748,BE,Information Technology,SY,3,A,Monday,12:15,01:15,Project Lab,Prof. Faculty 226,IN-277
3749,BE,Information Technology,SY,3,A,Monday,02:00,03:00,Mathematics,Prof. Faculty 202,IN-301
3750,BE,Information Technology,SY,3,A,Monday,03:00,04:00,Web Development,Prof. Faculty 173,IN-232
3751,BE,Information Technology,SY,3,A,Tuesday,09:00,10:00,AI Fundamentals,Prof. Faculty 013,IN-167
3752,BE,Information Technology,SY,3,A,Tuesday,10:00,11:00,Web Development,Prof. Faculty 024,IN-312
3753,BE,Information Technology,SY,3,A,Tuesday,11:15,12:15,Cloud Computing,Prof. Faculty 119,IN-244
3754,BE,Information Technology,SY,3,A,Tuesday,12:15,01:15,Operating Systems,Prof. Faculty 204,IN-191
3755,BE,Information Technology,SY,3,A,Tuesday,02:00,03:00,Web Development,Prof. Faculty 204,IN-162
3756,BE,Information Technology,SY,3,A,Tuesday,03:00,04:00,Physics,Prof. Faculty 066,IN-162
3757,BE,Information Technology,SY,3,A,Wednesday,09:00,10:00,CAD/CAM,Prof. Faculty 206,IN-262
3758,BE,Information Technology,SY,3,A,Wednesday,10:00,11:00,CAD/CAM,Prof. Faculty 202,IN-120
3759,BE,Information Technology,SY,3,A,Wednesday,11:15,12:15,Electrical Machines,Prof. Faculty 222,IN-161
3760,BE,Information Technology,SY,3,A,Wednesday,12:15,01:15,Digital Electronics,Prof. Faculty 191,IN-114
3761,BE,Information Technology,SY,3,A,Wednesday,02:00,03:00,Mathematics,Prof. Faculty 063,IN-185
3762,BE,Information Technology,SY,3,A,Wednesday,03:00,04:00,Data Structures,Prof. Faculty 046,IN-237
3763,BE,Information Technology,SY,3,A,Thursday,09:00,10:00,Python Programming,Prof. Faculty 203,IN-199
3764,BE,Information Technology,SY,3,A,Thursday,10:00,11:00,Cyber Security,Prof. Faculty 014,IN-296
3765,BE,Information Technology,SY,3,A,Thursday,11:15,12:15,Surveying,Prof. Faculty 245,IN-304
3766,BE,Information Technology,SY,3,A,Thursday,12:15,01:15,Mathematics,Prof. Faculty 213,IN-187
3767,BE,Information Technology,SY,3,A,Thursday,02:00,03:00,Web Development,Prof. Faculty 164,IN-254
3768,BE,Information Technology,SY,3,A,Thursday,03:00,04:00,Mathematics,Prof. Faculty 235,IN-197
3769,BE,Information Technology,SY,3,A,Friday,09:00,10:00,Data Structures,Prof. Faculty 056,IN-178
3770,BE,Information Technology,SY,3,A,Friday,10:00,11:00,Data Structures,Prof. Faculty 072,IN-261
3771,BE,Information Technology,SY,3,A,Friday,11:15,12:15,Physics,Prof. Faculty 049,IN-160
