placement_id,company_name,program,department,job_role,package_lpa,location,drive_date,eligibility,vacancies,skills_required,registration_deadline,contact_email,status
P279,NVIDIA,Diploma,Information Technology,QA Engineer,10.2,Hyderabad,2026-03-10,"65% throughout, No active backlogs",87,"C++, Algorithms",2026-03-01,placement279@svit.edu.in,Registration Open
P280,Wipro,BCA,Mechanical Engineering,QA Engineer,16.8,Pune,2026-11-14,"70% throughout, No active backlogs",10,"Java, OOP, DBMS",2026-11-08,placement280@svit.edu.in,Upcoming
P281,Tata Consultancy Services,ME,Civil Engineering,Civil Engineer,4.8,Vadodara,2026-09-13,"70% throughout, No active backlogs",13,"Python, SQL, DSA",2026-08-29,placement281@svit.edu.in,Upcoming
P282,Tech Mahindra,ME,Electrical Engineering,Civil Engineer,7.7,Pune,2026-07-31,"70% throughout, No active backlogs",36,"AutoCAD, Design",2026-07-16,placement282@svit.edu.in,Upcoming
P283,Tata Consultancy Services,BE,Data Science,Civil Engineer,14.9,Pune,2026-07-06,"65% throughout, No active backlogs",47,"Python, SQL, DSA",2026-06-30,placement283@svit.edu.in,Upcoming
P284,HCLTech,BCA,Electronics & Communication,Electrical Engineer,14.8,Hyderabad,2026-09-16,"70% throughout, No active backlogs",56,"C++, Algorithms",2026-09-05,placement284@svit.edu.in,Upcoming
P285,Oracle,ME,Data Science,Data Analyst,12.4,Hyderabad,2026-10-31,"65% throughout, No active backlogs",90,"Java, OOP, DBMS",2026-10-25,placement285@svit.edu.in,Upcoming
P286,Reliance Industries,ME,Electronics & Communication,Full Stack Developer,8.4,Surat,2026-01-27,"60% throughout, No active backlogs",46,"PLC, Electrical Machines",2026-01-22,placement286@svit.edu.in,Upcoming
P287,NVIDIA,ME,Computer Engineering,QA Engineer,12.0,Vadodara,2026-06-13,"60% throughout, No active backlogs",92,"AutoCAD, Design",2026-06-05,placement287@svit.edu.in,Completed
P288,Amazon,Diploma,Information Technology,QA Engineer,8.6,Pune,2026-11-06,"65% throughout, No active backlogs",16,"Python, SQL, DSA",2026-10-23,placement288@svit.edu.in,Registration Open
P289,Google,MCA,Electronics & Communication,QA Engineer,3.7,Gandhinagar,2026-09-25,"70% throughout, No active backlogs",23,"Python, SQL, DSA",2026-09-11,placement289@svit.edu.in,Completed
P290,Tata Consultancy Services,BCA,Computer Applications,Civil Engineer,11.6,Ahmedabad,2026-02-25,"70% throughout, No active backlogs",119,"C++, Algorithms",2026-02-11,placement290@svit.edu.in,Upcoming
P291,Reliance Industries,BE,Automobile Engineering,Software Engineer,5.7,Ahmedabad,2026-02-24,"65% throughout, No active backlogs",37,"PLC, Electrical Machines",2026-02-19,placement291@svit.edu.in,Registration Open
P292,Adani Group,ME,Artificial Intelligence & Machine Learning,Civil Engineer,11.8,Hyderabad,2026-02-24,"70% throughout, No active backlogs",56,"Communication Skills, Aptitude",2026-02-16,placement292@svit.edu.in,Registration Open
P293,IBM,Diploma,Electronics & Communication,AI/ML Intern,6.2,Mumbai,2026-04-08,"60% throughout, No active backlogs",78,"Java, OOP, DBMS",2026-03-27,placement293@svit.edu.in,Upcoming
P294,Siemens,Diploma,Electrical Engineering,Data Analyst,6.1,Vadodara,2026-06-14,"65% throughout, No active backlogs",59,"AutoCAD, Design",2026-06-04,placement294@svit.edu.in,Completed
P295,Wipro,BCA,Data Science,Mechanical Engineer,9.8,Ahmedabad,2026-07-15,"70% throughout, No active backlogs",42,"AutoCAD, Design",2026-07-09,placement295@svit.edu.in,Completed
P296,Google,ME,Computer Applications,Full Stack Developer,15.6,Gandhinagar,2026-06-11,"70% throughout, No active backlogs",49,"AutoCAD, Design",2026-06-06,placement296@svit.edu.in,Upcoming
P297,Tech Mahindra,BE,Civil Engineering,Graduate Engineer Trainee,7.3,Surat,2026-10-30,"70% throughout, No active backlogs",104,"C++, Algorithms",2026-10-23,placement297@svit.edu.in,Upcoming
P298,Wipro,ME,Information Technology,Software Engineer,17.9,Mumbai,2026-09-18,"60% throughout, No active backlogs",42,"PLC, Electrical Machines",2026-09-10,placement298@svit.edu.in,Upcoming
P299,LTIMindtree,MCA,Data Science,Mechanical Engineer,3.8,Hyderabad,2026-03-21,"65% throughout, No active backlogs",112,"Java, OOP, DBMS",2026-03-06,placement299@svit.edu.in,Registration Open
P300,Tata Consultancy Services,Diploma,Artificial Intelligence & Machine Learning,Software Engineer,4.1,Vadodara,2026-10-13,"70% throughout, No active backlogs",79,"AutoCAD, Design",2026-10-06,placement300@svit.edu.in,Registration Open
