book_id,program,department,year,semester,subject,book_title,author,publisher,edition,isbn,available_copies,shelf
B00369,BE,Mechanical Engineering,LY,8,CAD/CAM,CAD/CAM - Complete Guide,Author 20,McGraw Hill,5th,978-93-100369,3,ME-4-10
B00370,BE,Mechanical Engineering,LY,8,Manufacturing Technology,Manufacturing Technology - Complete Guide,Author 21,McGraw Hill,1th,978-93-100370,4,ME-4-11
B00371,BE,Electrical Engineering,FY,1,Basic Electrical,Basic Electrical - Complete Guide,Author 22,McGraw Hill,2th,978-93-100371,5,EL-1-12
B00372,BE,Electrical Engineering,FY,1,Electrical Machines,Electrical Machines - Complete Guide,Author 23,McGraw Hill,3th,978-93-100372,6,EL-1-13
B00373,BE,Electrical Engineering,FY,1,Power Systems,Power Systems - Complete Guide,Author 24,McGraw Hill,4th,978-93-100373,7,EL-1-14
B00374,BE,Electrical Engineering,FY,1,Control Systems,Control Systems - Complete Guide,Author 25,McGraw Hill,5th,978-93-100374,8,EL-1-15
B00375,BE,Electrical Engineering,FY,1,Power Electronics,Power Electronics - Complete Guide,Author 26,McGraw Hill,1th,978-93-100375,9,EL-1-16
B00376,BE,Electrical Engineering,FY,2,Basic Electrical,Basic Electrical - Complete Guide,Author 27,McGraw Hill,2th,978-93-100376,2,EL-1-17
B00377,BE,Electrical Engineering,FY,2,Electrical Machines,Electrical Machines - Complete Guide,Author 28,McGraw Hill,3th,978-93-100377,3,EL-1-18
B00378,BE,Electrical Engineering,FY,2,Power Systems,Power Systems - Complete Guide,Author 29,McGraw Hill,4th,978-93-100378,4,EL-1-19
B00379,BE,Electrical Engineering,FY,2,Control Systems,Control Systems - Complete Guide,Author 30,McGraw Hill,5th,978-93-100379,5,EL-1-20
B00380,BE,Electrical Engineering,FY,2,Power Electronics,Power Electronics - Complete Guide,Author 31,McGraw Hill,1th,978-93-100380,6,EL-1-1
B00381,BE,Electrical Engineering,SY,3,Basic Electrical,Basic Electrical - Complete Guide,Author 32,McGraw Hill,2th,978-93-100381,7,EL-2-2
B00382,BE,Electrical Engineering,SY,3,Electrical Machines,Electrical Machines - Complete Guide,Author 33,McGraw Hill,3th,978-93-100382,8,EL-2-3
B00383,BE,Electrical Engineering,SY,3,Power Systems,Power Systems - Complete Guide,Author 34,McGraw Hill,4th,978-93-100383,9,EL-2-4
B00384,BE,Electrical Engineering,SY,3,Control Systems,Control Systems - Complete Guide,Author 35,McGraw Hill,5th,978-93-100384,2,EL-2-5
B00385,BE,Electrical Engineering,SY,3,Power Electronics,Power Electronics - Complete Guide,Author 36,McGraw Hill,1th,978-93-100385,3,EL-2-6
B00386,BE,Electrical Engineering,SY,4,Basic Electrical,Basic Electrical - Complete Guide,Author 37,McGraw Hill,2th,978-93-100386,4,EL-2-7
B00387,BE,Electrical Engineering,SY,4,Electrical Machines,Electrical Machines - Complete Guide,Author 38,McGraw Hill,3th,978-93-100387,5,EL-2-8
B00388,BE,Electrical Engineering,SY,4,Power Systems,Power Systems - Complete Guide,Author 39,McGraw Hill,4th,978-93-100388,6,EL-2-9
B00389,BE,Electrical Engineering,SY,4,Control Systems,Control Systems - Complete Guide,Author 40,McGraw Hill,5th,978-93-100389,7,EL-2-10
B00390,BE,Electrical Engineering,SY,4,Power Electronics,Power Electronics - Complete Guide,Author 41,McGraw Hill,1th,978-93-100390,8,EL-2-11
B00391,BE,Electrical Engineering,TY,5,Basic Electrical,Basic Electrical - Complete Guide,Author 42,McGraw Hill,2th,978-93-100391,9,EL-3-12
B00392,BE,Electrical Engineering,TY,5,Electrical Machines,Electrical Machines - Complete Guide,Author 43,McGraw Hill,3th,978-93-100392,2,EL-3-13
B00393,BE,Electrical Engineering,TY,5,Power Systems,Power Systems - Complete Guide,Author 44,McGraw Hill,4th,978-93-100393,3,EL-3-14
B00394,BE,Electrical Engineering,TY,5,Control Systems,Control Systems - Complete Guide,Author 45,McGraw Hill,5th,978-93-100394,4,EL-3-15
B00395,BE,Electrical Engineering,TY,5,Power Electronics,Power Electronics - Complete Guide,Author 46,McGraw Hill,1th,978-93-100395,5,EL-3-16
B00396,BE,Electrical Engineering,TY,6,Basic Electrical,Basic Electrical - Complete Guide,Author 47,McGraw Hill,2th,978-93-100396,6,EL-3-17
B00397,BE,Electrical Engineering,TY,6,Electrical Machines,Electrical Machines - Complete Guide,Author 48,McGraw Hill,3th,978-93-100397,7,EL-3-18
B00398,BE,Electrical Engineering,TY,6,Power Systems,Power Systems - Complete Guide,Author 49,McGraw Hill,4th,978-93-100398,8,EL-3-19
B00399,BE,Electrical Engineering,TY,6,Control Systems,Control Systems - Complete Guide,Author 50,McGraw Hill,5th,978-93-100399,9,EL-3-20
B00400,BE,Electrical Engineering,TY,6,Power Electronics,Power Electronics - Complete Guide,Author 1,McGraw Hill,1th,978-93-100400,2,EL-3-1
B00401,BE,Electrical Engineering,LY,7,Basic Electrical,Basic Electrical - Complete Guide,Author 2,McGraw Hill,2th,978-93-100401,3,EL-4-2
B00402,BE,Electrical Engineering,LY,7,Electrical Machines,Electrical Machines - Complete Guide,Author 3,McGraw Hill,3th,978-93-100402,4,EL-4-3
B00403,BE,Electrical Engineering,LY,7,Power Systems,Power Systems - Complete Guide,Author 4,McGraw Hill,4th,978-93-100403,5,EL-4-4
B00404,BE,Electrical Engineering,LY,7,Control Systems,Control Systems - Complete Guide,Author 5,McGraw Hill,5th,978-93-100404,6,EL-4-5
B00405,BE,Electrical Engineering,LY,7,Power Electronics,Power Electronics - Complete Guide,Author 6,McGraw Hill,1th,978-93-100405,7,EL-4-6
B00406,BE,Electrical Engineering,LY,8,Basic Electrical,Basic Electrical - Complete Guide,Author 7,McGraw Hill,2th,978-93-100406,8,EL-4-7
B00407,BE,Electrical Engineering,LY,8,Electrical Machines,Electrical Machines - Complete Guide,Author 8,McGraw Hill,3th,978-93-100407,9,EL-4-8
B00408,BE,Electrical Engineering,LY,8,Power Systems,Power Systems - Complete Guide,Author 9,McGraw Hill,4th,978-93-100408,2,EL-4-9
B00409,BE,Electrical Engineering,LY,8,Control Systems,Control Systems - Complete Guide,Author 10,McGraw Hill,5th,978-93-100409,3,EL-4-10
B00410,BE,Electrical Engineering,LY,8,Power Electronics,Power Electronics - Complete Guide,Author 11,McGraw Hill,1th,978-93-100410,4,EL-4-11
B00411,BE,Electronics & Communication,FY,1,Digital Electronics,Digital Electronics - Complete Guide,Author 12,McGraw Hill,2th,978-93-100411,5,EL-1-12
B00412,BE,Electronics & Communication,FY,1,Microprocessors,Microprocessors - Complete Guide,Author 13,McGraw Hill,3th,978-93-100412,6,EL-1-13
B00413,BE,Electronics & Communication,FY,1,Communication Systems,Communication Systems - Complete Guide,Author 14,McGraw Hill,4th,978-93-100413,7,EL-1-14
B00414,BE,Electronics & Communication,FY,1,VLSI,VLSI - Complete Guide,Author 15,McGraw Hill,5th,978-93-100414,8,EL-1-15
B00415,BE,Electronics & Communication,FY,1,Embedded Systems,Embedded Systems - Complete Guide,Author 16,McGraw Hill,1th,978-93-100415,9,EL-1-16
B00416,BE,Electronics & Communication,FY,2,Digital Electronics,Digital Electronics - Complete Guide,Author 17,McGraw Hill,2th,978-93-100416,2,EL-1-17
B00417,BE,Electronics & Communication,FY,2,Microprocessors,Microprocessors - Complete Guide,Author 18,McGraw Hill,3th,978-93-100417,3,EL-1-18
B00418,BE,Electronics & Communication,FY,2,Communication Systems,Communication Systems - Complete Guide,Author 19,McGraw Hill,4th,978-93-100418,4,EL-1-19
B00419,BE,Electronics & Communication,FY,2,VLSI,VLSI - Complete Guide,Author 20,McGraw Hill,5th,978-93-100419,5,EL-1-20
B00420,BE,Electronics & Communication,FY,2,Embedded Systems,Embedded Systems - Complete Guide,Author 21,McGraw Hill,1th,978-93-100420,6,EL-1-1
B00421,BE,Electronics & Communication,SY,3,Digital Electronics,Digital Electronics - Complete Guide,Author 22,McGraw Hill,2th,978-93-100421,7,EL-2-2
B00422,BE,Electronics & Communication,SY,3,Microprocessors,Microprocessors - Complete Guide,Author 23,McGraw Hill,3th,978-93-100422,8,EL-2-3
B00423,BE,Electronics & Communication,SY,3,Communication Systems,Communication Systems - Complete Guide,Author 24,McGraw Hill,4th,978-93-100423,9,EL-2-4
B00424,BE,Electronics & Communication,SY,3,VLSI,VLSI - Complete Guide,Author 25,McGraw Hill,5th,978-93-100424,2,EL-2-5
B00425,BE,Electronics & Communication,SY,3,Embedded Systems,Embedded Systems - Complete Guide,Author 26,McGraw Hill,1th,978-93-100425,3,EL-2-6
B00426,BE,Electronics & Communication,SY,4,Digital Electronics,Digital Electronics - Complete Guide,Author 27,McGraw Hill,2th,978-93-100426,4,EL-2-7
B00427,BE,Electronics & Communication,SY,4,Microprocessors,Microprocessors - Complete Guide,Author 28,McGraw Hill,3th,978-93-100427,5,EL-2-8
B00428,BE,Electronics & Communication,SY,4,Communication Systems,Communication Systems - Complete Guide,Author 29,McGraw Hill,4th,978-93-100428,6,EL-2-9
B00429,BE,Electronics & Communication,SY,4,VLSI,VLSI - Complete Guide,Author 30,McGraw Hill,5th,978-93-100429,7,EL-2-10
B00430,BE,Electronics & Communication,SY,4,Embedded Systems,Embedded Systems - Complete Guide,Author 31,McGraw Hill,1th,978-93-100430,8,EL-2-11
B00431,BE,Electronics & Communication,TY,5,Digital Electronics,Digital Electronics - Complete Guide,Author 32,McGraw Hill,2th,978-93-100431,9,EL-3-12
B00432,BE,Electronics & Communication,TY,5,Microprocessors,Microprocessors - Complete Guide,Author 33,McGraw Hill,3th,978-93-100432,2,EL-3-13
B00433,BE,Electronics & Communication,TY,5,Communication Systems,Communication Systems - Complete Guide,Author 34,McGraw Hill,4th,978-93-100433,3,EL-3-14
B00434,BE,Electronics & Communication,TY,5,VLSI,VLSI - Complete Guide,Author 35,McGraw Hill,5th,978-93-100434,4,EL-3-15
B00435,BE,Electronics & Communication,TY,5,Embedded Systems,Embedded Systems - Complete Guide,Author 36,McGraw Hill,1th,978-93-100435,5,EL-3-16
B00436,BE,Electronics & Communication,TY,6,Digital Electronics,Digital Electronics - Complete Guide,Author 37,McGraw Hill,2th,978-93-100436,6,EL-3-17
B00437,BE,Electronics & Communication,TY,6,Microprocessors,Microprocessors - Complete Guide,Author 38,McGraw Hill,3th,978-93-100437,7,EL-3-18
B00438,BE,Electronics & Communication,TY,6,Communication Systems,Communication Systems - Complete Guide,Author 39,McGraw Hill,4th,978-93-100438,8,EL-3-19
B00439,BE,Electronics & Communication,TY,6,VLSI,VLSI - Complete Guide,Author 40,McGraw Hill,5th,978-93-100439,9,EL-3-20
B00440,BE,Electronics & Communication,TY,6,Embedded Systems,Embedded Systems - Complete Guide,Author 41,McGraw Hill,1th,978-93-100440,2,EL-3-1
B00441,BE,Electronics & Communication,LY,7,Digital Electronics,Digital Electronics - Complete Guide,Author 42,McGraw Hill,2th,978-93-100441,3,EL-4-2
B00442,BE,Electronics & Communication,LY,7,Microprocessors,Microprocessors - Complete Guide,Author 43,McGraw Hill,3th,978-93-100442,4,EL-4-3
B00443,BE,Electronics & Communication,LY,7,Communication Systems,Communication Systems - Complete Guide,Author 44,McGraw Hill,4th,978-93-100443,5,EL-4-4
B00444,BE,Electronics & Communication,LY,7,VLSI,VLSI - Complete Guide,Author 45,McGraw Hill,5th,978-93-100444,6,EL-4-5
B00445,BE,Electronics & Communication,LY,7,Embedded Systems,Embedded Systems - Complete Guide,Author 46,McGraw Hill,1th,978-93-100445,7,EL-4-6
B00446,BE,Electronics & Communication,LY,8,Digital Electronics,Digital Electronics - Complete Guide,Author 47,McGraw Hill,2th,978-93-100446,8,EL-4-7
B00447,BE,Electronics & Communication,LY,8,Microprocessors,Microprocessors - Complete Guide,Author 48,McGraw Hill,3th,978-93-100447,9,EL-4-8
B00448,BE,Electronics & Communication,LY,8,Communication Systems,Communication Systems - Complete Guide,Author 49,McGraw Hill,4th,978-93-100448,2,EL-4-9
B00449,BE,Electronics & Communication,LY,8,VLSI,VLSI - Complete Guide,Author 50,McGraw Hill,5th,978-93-100449,3,EL-4-10
B00450,BE,Electronics & Communication,LY,8,Embedded Systems,Embedded Systems - Complete Guide,Author 1,McGraw Hill,1th,978-93-100450,4,EL-4-11
B00451,BE,Artificial Intelligence & Machine Learning,FY,1,AI Fundamentals,AI Fundamentals - Complete Guide,Author 2,McGraw Hill,2th,978-93-100451,5,AR-1-12
B00452,BE,Artificial Intelligence & Machine Learning,FY,1,Machine Learning,Machine Learning - Complete Guide,Author 3,McGraw Hill,3th,978-93-100452,6,AR-1-13
B00453,BE,Artificial Intelligence & Machine Learning,FY,1,Deep Learning,Deep Learning - Complete Guide,Author 4,McGraw Hill,4th,978-93-100453,7,AR-1-14
B00454,BE,Artificial Intelligence & Machine Learning,FY,1,Computer Vision,Computer Vision - Complete Guide,Author 5,McGraw Hill,5th,978-93-100454,8,AR-1-15
B00455,BE,Artificial Intelligence & Machine Learning,FY,1,NLP,NLP - Complete Guide,Author 6,McGraw Hill,1th,978-93-100455,9,AR-1-16
B00456,BE,Artificial Intelligence & Machine Learning,FY,2,AI Fundamentals,AI Fundamentals - Complete Guide,Author 7,McGraw Hill,2th,978-93-100456,2,AR-1-17
B00457,BE,Artificial Intelligence & Machine Learning,FY,2,Machine Learning,Machine Learning - Complete Guide,Author 8,McGraw Hill,3th,978-93-100457,3,AR-1-18
B00458,BE,Artificial Intelligence & Machine Learning,FY,2,Deep Learning,Deep Learning - Complete Guide,Author 9,McGraw Hill,4th,978-93-100458,4,AR-1-19
B00459,BE,Artificial Intelligence & Machine Learning,FY,2,Computer Vision,Computer Vision - Complete Guide,Author 10,McGraw Hill,5th,978-93-100459,5,AR-1-20
B00460,BE,Artificial Intelligence & Machine Learning,FY,2,NLP,NLP - Complete Guide,Author 11,McGraw Hill,1th,978-93-100460,6,AR-1-1
B00461,BE,Artificial Intelligence & Machine Learning,SY,3,AI Fundamentals,AI Fundamentals - Complete Guide,Author 12,McGraw Hill,2th,978-93-100461,7,AR-2-2
B00462,BE,Artificial Intelligence & Machine Learning,SY,3,Machine Learning,Machine Learning - Complete Guide,Author 13,McGraw Hill,3th,978-93-100462,8,AR-2-3
B00463,BE,Artificial Intelligence & Machine Learning,SY,3,Deep Learning,Deep Learning - Complete Guide,Author 14,McGraw Hill,4th,978-93-100463,9,AR-2-4
B00464,BE,Artificial Intelligence & Machine Learning,SY,3,Computer Vision,Computer Vision - Complete Guide,Author 15,McGraw Hill,5th,978-93-100464,2,AR-2-5
B00465,BE,Artificial Intelligence & Machine Learning,SY,3,NLP,NLP - Complete Guide,Author 16,McGraw Hill,1th,978-93-100465,3,AR-2-6
B00466,BE,Artificial Intelligence & Machine Learning,SY,4,AI Fundamentals,AI Fundamentals - Complete Guide,Author 17,McGraw Hill,2th,978-93-100466,4,AR-2-7
B00467,BE,Artificial Intelligence & Machine Learning,SY,4,Machine Learning,Machine Learning - Complete Guide,Author 18,McGraw Hill,3th,978-93-100467,5,AR-2-8
B00468,BE,Artificial Intelligence & Machine Learning,SY,4,Deep Learning,Deep Learning - Complete Guide,Author 19,McGraw Hill,4th,978-93-100468,6,AR-2-9
B00469,BE,Artificial Intelligence & Machine Learning,SY,4,Computer Vision,Computer Vision - Complete Guide,Author 20,McGraw Hill,5th,978-93-100469,7,AR-2-10
B00470,BE,Artificial Intelligence & Machine Learning,SY,4,NLP,NLP - Complete Guide,Author 21,McGraw Hill,1th,978-93-100470,8,AR-2-11
B00471,BE,Artificial Intelligence & Machine Learning,TY,5,AI Fundamentals,AI Fundamentals - Complete Guide,Author 22,McGraw Hill,2th,978-93-100471,9,AR-3-12
B00472,BE,Artificial Intelligence & Machine Learning,TY,5,Machine Learning,Machine Learning - Complete Guide,Author 23,McGraw Hill,3th,978-93-100472,2,AR-3-13
B00473,BE,Artificial Intelligence & Machine Learning,TY,5,Deep Learning,Deep Learning - Complete Guide,Author 24,McGraw Hill,4th,978-93-100473,3,AR-3-14
B00474,BE,Artificial Intelligence & Machine Learning,TY,5,Computer Vision,Computer Vision - Complete Guide,Author 25,McGraw Hill,5th,978-93-100474,4,AR-3-15
B00475,BE,Artificial Intelligence & Machine Learning,TY,5,NLP,NLP - Complete Guide,Author 26,McGraw Hill,1th,978-93-100475,5,AR-3-16
B00476,BE,Artificial Intelligence & Machine Learning,TY,6,AI Fundamentals,AI Fundamentals - Complete Guide,Author 27,McGraw Hill,2th,978-93-100476,6,AR-3-17
B00477,BE,Artificial Intelligence & Machine Learning,TY,6,Machine Learning,Machine Learning - Complete Guide,Author 28,McGraw Hill,3th,978-93-100477,7,AR-3-18
B00478,BE,Artificial Intelligence & Machine Learning,TY,6,Deep Learning,Deep Learning - Complete Guide,Author 29,McGraw Hill,4th,978-93-100478,8,AR-3-19
B00479,BE,Artificial Intelligence & Machine Learning,TY,6,Computer Vision,Computer Vision - Complete Guide,Author 30,McGraw Hill,5th,978-93-100479,9,AR-3-20
B00480,BE,Artificial Intelligence & Machine Learning,TY,6,NLP,NLP - Complete Guide,Author 31,McGraw Hill,1th,978-93-100480,2,AR-3-1
B00481,BE,Artificial Intelligence & Machine Learning,LY,7,AI Fundamentals,AI Fundamentals - Complete Guide,Author 32,McGraw Hill,2th,978-93-100481,3,AR-4-2
B00482,BE,Artificial Intelligence & Machine Learning,LY,7,Machine Learning,Machine Learning - Complete Guide,Author 33,McGraw Hill,3th,978-93-100482,4,AR-4-3
B00483,BE,Artificial Intelligence & Machine Learning,LY,7,Deep Learning,Deep Learning - Complete Guide,Author 34,McGraw Hill,4th,978-93-100483,5,AR-4-4
B00484,BE,Artificial Intelligence & Machine Learning,LY,7,Computer Vision,Computer Vision - Complete Guide,Author 35,McGraw Hill,5th,978-93-100484,6,AR-4-5
B00485,BE,Artificial Intelligence & Machine Learning,LY,7,NLP,NLP - Complete Guide,Author 36,McGraw Hill,1th,978-93-100485,7,AR-4-6
B00486,BE,Artificial Intelligence & Machine Learning,LY,8,AI Fundamentals,AI Fundamentals - Complete Guide,Author 37,McGraw Hill,2th,978-93-100486,8,AR-4-7
B00487,BE,Artificial Intelligence & Machine Learning,LY,8,Machine Learning,Machine Learning - Complete Guide,Author 38,McGraw Hill,3th,978-93-100487,9,AR-4-8
B00488,BE,Artificial Intelligence & Machine Learning,LY,8,Deep Learning,Deep Learning - Complete Guide,Author 39,McGraw Hill,4th,978-93-100488,2,AR-4-9
B00489,BE,Artificial Intelligence & Machine Learning,LY,8,Computer Vision,Computer Vision - Complete Guide,Author 40,McGraw Hill,5th,978-93-100489,3,AR-4-10
B00490,BE,Artificial Intelligence & Machine Learning,LY,8,NLP,NLP - Complete Guide,Author 41,McGraw Hill,1th,978-93-100490,4,AR-4-11
B00491,BE,Data Science,FY,1,Statistics,Statistics - Complete Guide,Author 42,McGraw Hill,2th,978-93-100491,5,DA-1-12
B00492,BE,Data Science,FY,1,Python for DS,Python for DS - Complete Guide,Author 43,McGraw Hill,3th,978-93-100492,6,DA-1-13
B00493,BE,Data Science,FY,1,Data Analytics,Data Analytics - Complete Guide,Author 44,McGraw Hill,4th,978-93-100493,7,DA-1-14
B00494,BE,Data Science,FY,1,Big Data,Big Data - Complete Guide,Author 45,McGraw Hill,5th,978-93-100494,8,DA-1-15
B00495,BE,Data Science,FY,1,Data Visualization,Data Visualization - Complete Guide,Author 46,McGraw Hill,1th,978-93-100495,9,DA-1-16
B00496,BE,Data Science,FY,2,Statistics,Statistics - Complete Guide,Author 47,McGraw Hill,2th,978-93-100496,2,DA-1-17
B00497,BE,Data Science,FY,2,Python for DS,Python for DS - Complete Guide,Author 48,McGraw Hill,3th,978-93-100497,3,DA-1-18
B00498,BE,Data Science,FY,2,Data Analytics,Data Analytics - Complete Guide,Author 49,McGraw Hill,4th,978-93-100498,4,DA-1-19
B00499,BE,Data Science,FY,2,Big Data,Big Data - Complete Guide,Author 50,McGraw Hill,5th,978-93-100499,5,DA-1-20
B00500,BE,Data Science,FY,2,Data Visualization,Data Visualization - Complete Guide,Author 1,McGraw Hill,1th,978-93-100500,6,DA-1-1
B00501,BE,Data Science,SY,3,Statistics,Statistics - Complete Guide,Author 2,McGraw Hill,2th,978-93-100501,7,DA-2-2
B00502,BE,Data Science,SY,3,Python for DS,Python for DS - Complete Guide,Author 3,McGraw Hill,3th,978-93-100502,8,DA-2-3
B00503,BE,Data Science,SY,3,Data Analytics,Data Analytics - Complete Guide,Author 4,McGraw Hill,4th,978-93-100503,9,DA-2-4
B00504,BE,Data Science,SY,3,Big Data,Big Data - Complete Guide,Author 5,McGraw Hill,5th,978-93-100504,2,DA-2-5
B00505,BE,Data Science,SY,3,Data Visualization,Data Visualization - Complete Guide,Author 6,McGraw Hill,1th,978-93-100505,3,DA-2-6
B00506,BE,Data Science,SY,4,Statistics,Statistics - Complete Guide,Author 7,McGraw Hill,2th,978-93-100506,4,DA-2-7
B00507,BE,Data Science,SY,4,Python for DS,Python for DS - Complete Guide,Author 8,McGraw Hill,3th,978-93-100507,5,DA-2-8
B00508,BE,Data Science,SY,4,Data Analytics,Data Analytics - Complete Guide,Author 9,McGraw Hill,4th,978-93-100508,6,DA-2-9
B00509,BE,Data Science,SY,4,Big Data,Big Data - Complete Guide,Author 10,McGraw Hill,5th,978-93-100509,7,DA-2-10
B00510,BE,Data Science,SY,4,Data Visualization,Data Visualization - Complete Guide,Author 11,McGraw Hill,1th,978-93-100510,8,DA-2-11
B00511,BE,Data Science,TY,5,Statistics,Statistics - Complete Guide,Author 12,McGraw Hill,2th,978-93-100511,9,DA-3-12
B00512,BE,Data Science,TY,5,Python for DS,Python for DS - Complete Guide,Author 13,McGraw Hill,3th,978-93-100512,2,DA-3-13
B00513,BE,Data Science,TY,5,Data Analytics,Data Analytics - Complete Guide,Author 14,McGraw Hill,4th,978-93-100513,3,DA-3-14
B00514,BE,Data Science,TY,5,Big Data,Big Data - Complete Guide,Author 15,McGraw Hill,5th,978-93-100514,4,DA-3-15
B00515,BE,Data Science,TY,5,Data Visualization,Data Visualization - Complete Guide,Author 16,McGraw Hill,1th,978-93-100515,5,DA-3-16
B00516,BE,Data Science,TY,6,Statistics,Statistics - Complete Guide,Author 17,McGraw Hill,2th,978-93-100516,6,DA-3-17
B00517,BE,Data Science,TY,6,Python for DS,Python for DS - Complete Guide,Author 18,McGraw Hill,3th,978-93-100517,7,DA-3-18
B00518,BE,Data Science,TY,6,Data Analytics,Data Analytics - Complete Guide,Author 19,McGraw Hill,4th,978-93-100518,8,DA-3-19
B00519,BE,Data Science,TY,6,Big Data,Big Data - Complete Guide,Author 20,McGraw Hill,5th,978-93-100519,9,DA-3-20
B00520,BE,Data Science,TY,6,Data Visualization,Data Visualization - Complete Guide,Author 21,McGraw Hill,1th,978-93-100520,2,DA-3-1
B00521,BE,Data Science,LY,7,Statistics,Statistics - Complete Guide,Author 22,McGraw Hill,2th,978-93-100521,3,DA-4-2
B00522,BE,Data Science,LY,7,Python for DS,Python for DS - Complete Guide,Author 23,McGraw Hill,3th,978-93-100522,4,DA-4-3
B00523,BE,Data Science,LY,7,Data Analytics,Data Analytics - Complete Guide,Author 24,McGraw Hill,4th,978-93-100523,5,DA-4-4
B00524,BE,Data Science,LY,7,Big Data,Big Data - Complete Guide,Author 25,McGraw Hill,5th,978-93-100524,6,DA-4-5
B00525,BE,Data Science,LY,7,Data Visualization,Data Visualization - Complete Guide,Author 26,McGraw Hill,1th,978-93-100525,7,DA-4-6
B00526,BE,Data Science,LY,8,Statistics,Statistics - Complete Guide,Author 27,McGraw Hill,2th,978-93-100526,8,DA-4-7
B00527,BE,Data Science,LY,8,Python for DS,Python for DS - Complete Guide,Author 28,McGraw Hill,3th,978-93-100527,9,DA-4-8
B00528,BE,Data Science,LY,8,Data Analytics,Data Analytics - Complete Guide,Author 29,McGraw Hill,4th,978-93-100528,2,DA-4-9
B00529,BE,Data Science,LY,8,Big Data,Big Data - Complete Guide,Author 30,McGraw Hill,5th,978-93-100529,3,DA-4-10
B00530,BE,Data Science,LY,8,Data Visualization,Data Visualization - Complete Guide,Author 31,McGraw Hill,1th,978-93-100530,4,DA-4-11
B00531,MCA,Computer Applications,FY,1,Programming in C,Programming in C - Complete Guide,Author 32,McGraw Hill,2th,978-93-100531,5,CO-1-12
B00532,MCA,Computer Applications,FY,1,Java,Java - Complete Guide,Author 33,McGraw Hill,3th,978-93-100532,6,CO-1-13
B00533,MCA,Computer Applications,FY,1,Python,Python - Complete Guide,Author 34,McGraw Hill,4th,978-93-100533,7,CO-1-14
B00534,MCA,Computer Applications,FY,1,DBMS,DBMS - Complete Guide,Author 35,McGraw Hill,5th,978-93-100534,8,CO-1-15
B00535,MCA,Computer Applications,FY,1,Software Engineering,Software Engineering - Complete Guide,Author 36,McGraw Hill,1th,978-93-100535,9,CO-1-16
B00536,MCA,Computer Applications,FY,2,Programming in C,Programming in C - Complete Guide,Author 37,McGraw Hill,2th,978-93-100536,2,CO-1-17
B00537,MCA,Computer Applications,FY,2,Java,Java - Complete Guide,Author 38,McGraw Hill,3th,978-93-100537,3,CO-1-18
B00538,MCA,Computer Applications,FY,2,Python,Python - Complete Guide,Author 39,McGraw Hill,4th,978-93-100538,4,CO-1-19
B00539,MCA,Computer Applications,FY,2,DBMS,DBMS - Complete Guide,Author 40,McGraw Hill,5th,978-93-100539,5,CO-1-20
B00540,MCA,Computer Applications,FY,2,Software Engineering,Software Engineering - Complete Guide,Author 41,McGraw Hill,1th,978-93-100540,6,CO-1-1
B00541,MCA,Computer Applications,SY,3,Programming in C,Programming in C - Complete Guide,Author 42,McGraw Hill,2th,978-93-100541,7,CO-2-2
B00542,MCA,Computer Applications,SY,3,Java,Java - Complete Guide,Author 43,McGraw Hill,3th,978-93-100542,8,CO-2-3
B00543,MCA,Computer Applications,SY,3,Python,Python - Complete Guide,Author 44,McGraw Hill,4th,978-93-100543,9,CO-2-4
B00544,MCA,Computer Applications,SY,3,DBMS,DBMS - Complete Guide,Author 45,McGraw Hill,5th,978-93-100544,2,CO-2-5
B00545,MCA,Computer Applications,SY,3,Software Engineering,Software Engineering - Complete Guide,Author 46,McGraw Hill,1th,978-93-100545,3,CO-2-6
B00546,MCA,Computer Applications,SY,4,Programming in C,Programming in C - Complete Guide,Author 47,McGraw Hill,2th,978-93-100546,4,CO-2-7
B00547,MCA,Computer Applications,SY,4,Java,Java - Complete Guide,Author 48,McGraw Hill,3th,978-93-100547,5,CO-2-8
B00548,MCA,Computer Applications,SY,4,Python,Python - Complete Guide,Author 49,McGraw Hill,4th,978-93-100548,6,CO-2-9
B00549,MCA,Computer Applications,SY,4,DBMS,DBMS - Complete Guide,Author 50,McGraw Hill,5th,978-93-100549,7,CO-2-10
B00550,MCA,Computer Applications,SY,4,Software Engineering,Software Engineering - Complete Guide,Author 1,McGraw Hill,1th,978-93-100550,8,CO-2-11
B00551,BCA,Computer Applications,FY,1,Programming in C,Programming in C - Complete Guide,Author 2,McGraw Hill,2th,978-93-100551,9,CO-1-12
B00552,BCA,Computer Applications,FY,1,Java,Java - Complete Guide,Author 3,McGraw Hill,3th,978-93-100552,2,CO-1-13
B00553,BCA,Computer Applications,FY,1,Python,Python - Complete Guide,Author 4,McGraw Hill,4th,978-93-100553,3,CO-1-14
B00554,BCA,Computer Applications,FY,1,DBMS,DBMS - Complete Guide,Author 5,McGraw Hill,5th,978-93-100554,4,CO-1-15
B00555,BCA,Computer Applications,FY,1,Software Engineering,Software Engineering - Complete Guide,Author 6,McGraw Hill,1th,978-93-100555,5,CO-1-16
B00556,BCA,Computer Applications,FY,2,Programming in C,Programming in C - Complete Guide,Author 7,McGraw Hill,2th,978-93-100556,6,CO-1-17
B00557,BCA,Computer Applications,FY,2,Java,Java - Complete Guide,Author 8,McGraw Hill,3th,978-93-100557,7,CO-1-18
